Code Language,Prompt ID,Domain,Prompt,Chat GPT o4-mini-high Human Completeness,Chatgpt Human Completeness Justification,Chat GPT o4-mini-high Human Correctness,Chatgpt Human Correctness Justification,Chat GPT o4-mini-high Human Relevance,Chatgpt Human Relevance Justification,Gemini 2.5 pro Human Completeness,Gemini Human Completeness Justification,Gemini 2.5 pro Human Correctness,Gemini Human Correctness Justification,Gemini 2.5 pro Human Relevance,Gemini Human Relevance Justification,Claude Opus 4 Human Completeness,Claude Human Completeness Justification,Claude Opus 4 Human Correctness,Claude Human Correctness Justification,Claude Opus 4 Human Relevance,Claude Opus 4 Human Relevance
Python,363,Machine Learning,"I am the chief AI developer at a robotics startup, tasked with creating a Python-based reinforcement learning system that allows multiple agents to navigate a 25×25 grid featuring unpredictable obstacles and shifting goals. Each agent must decide within 60ms, under intermittent sensor data loss, while logging all state-action pairs with timestamps. The system must comply with ROS2 standards, support real-time retraining during live simulations. The final deliverable should be secure, modular, well-documented, and optimized for performance. Choose the best algorithm for this task and provide code in a single python file.",4,"It leaves security features (such as authentication and encryption) and certain ROS2-specific publisher implementations as placeholders, expecting the user to complete them, rather than providing a fully functional, production-ready solution.",4,"The system does not demonstrate real interaction with physical robots or an authentic simulation—sensor inputs and action publishers are mocked or stubbed, and essential security elements like authentication and encryption are only alluded to without actual implementation.",5,,5,,5,,5,,4,"Functions like sensor integration, agent management, and complex ROS2 message flow are handled with simple examples or placeholders—using standard interfaces, simulated effects, and no custom messages or full ROS topic/service implementations.",4,The environment's real-time integration—such as command effects on physical/simulated robots and handling of multi-agent dynamics—is less clearly demonstrated than in some other responses.,5,5
Python,363,Machine Learning,"I am the chief AI developer at a robotics startup, tasked with creating a Python-based reinforcement learning system that allows multiple agents to navigate a 25×25 grid featuring unpredictable obstacles and shifting goals. Each agent must decide within 60ms, under intermittent sensor data loss, while logging all state-action pairs with timestamps. The system must comply with ROS2 standards, support real-time retraining during live simulations. The final deliverable should be secure, modular, well-documented, and optimized for performance. Choose the best algorithm for this task and provide code in a single python file.",4,"Covers core architecture, hyper-parameters, threading, and documentation. Omits goal-shifting logic, secure comms details, and explicit performance benchmarks, but overall design is nearly end-to-end.",4,"Implements a reasonable multi-agent Double-DQN with prioritized replay, ROS2 nodes, timing checks, logging, and online training. Lacks real obstacle/goal dynamics, reward shaping, and concrete ROS2 message types, so partially complete.",5,"Directly addresses every stated requirement: 25×25 grid, multi-agent, ROS2, 60 ms inference, sensor loss handling, logging, online retraining, security notes, modular code in one file.",4,"Covers environment dynamics, LSTM handling, training loop, security notes, launch instructions. Omits detailed SROS2 configs, thorough reward shaping rationale, and hard performance benchmarks but otherwise end-to-end.",4,"Supplies runnable single-file MA-RDQN solution with CTDE, ROS2 nodes, <60 ms timing, sensor-loss simulation, logging, and online training. Still lacks formal ROS2 message definitions and rigorous timing proof, so partially incomplete.",5,"Every stated requirement—algorithm choice, 25×25 grid, multi-agent, timing cap, intermittent sensors, real-time retraining, ROS2 compliance, modular security hooks, single file—is explicitly addressed in architecture and code.",3,"Gives actor-critic network, replay buffer, trainer, decision loop, logging, and security notes, but lacks environment node, explicit goal/obstacle shifting logic, and real ROS2 timing hooks, leaving end-to-end path incomplete.",3,"Single-file PPO code compiles conceptually and touches all major subsystems, yet omits concrete ROS2 .msg definitions, launch scaffolding, and any measurement proving <60 ms latency; some helper classes (validators) unused.",5,5
Python,364,Machine Learning,"I am a senior neuroengineer working in brain-computer interface research. For this I want you to create Python code for a sophisticated neural-signal-to-visual-perception decoding system. This system should generate realistic synthetic neural spike trains across multiple brain areas with subject variability, noise, and signal degradation, and implement an advanced unsupervised representation learning framework. Additionally, it should include a transformer-based, graph neural network, and variational autoencoder decoder to classify and reconstruct visual stimuli from neural data in real-time. The code must support end-to-end training, evaluation, cross-subject adaptation, and benchmarking with visualization tools for spike trains and decoding accuracy. The goal is to build a clean, extensible, and industry-grade platform to simulate neural responses, learn robust neural representations, and decode complex visual information to accelerate BCI algorithm development and support clinical translation for neuroprosthetics and visual communication devices. Return the code in a single self contained Python file.",4,"Missing explicit real-time processing implementation and clinical translation features, but provides a solid foundation.",4,"The GNN fallback implementation using simple linear layers doesn't actually perform graph convolution, and the batched edge_index handling could be problematic in practice.",5,,4,The response failed to include real-time processing.,4,"This response uses fully connected graphs for GNN. Instead, it could have used anatomical conectivity.",5,,4,This response misses explicit real-time processing implementation and more sophisticated clinical translation features.,4,This code includes hardcoded sequence lengths in the Transformer and simplified fully-connected graph structures for the GNN,5,5
Python,364,Machine Learning,"I am a senior neuroengineer working in brain-computer interface research. For this I want you to create Python code for a sophisticated neural-signal-to-visual-perception decoding system. This system should generate realistic synthetic neural spike trains across multiple brain areas with subject variability, noise, and signal degradation, and implement an advanced unsupervised representation learning framework. Additionally, it should include a transformer-based, graph neural network, and variational autoencoder decoder to classify and reconstruct visual stimuli from neural data in real-time. The code must support end-to-end training, evaluation, cross-subject adaptation, and benchmarking with visualization tools for spike trains and decoding accuracy. The goal is to build a clean, extensible, and industry-grade platform to simulate neural responses, learn robust neural representations, and decode complex visual information to accelerate BCI algorithm development and support clinical translation for neuroprosthetics and visual communication devices. Return the code in a single self contained Python file.",4,Comprehensive pipeline from simulation to evaluation. Missing advanced real-time processing and robust cross-subject adaptation beyond simple train/val splits.,4,"Technically sound PyTorch implementation with proper VAE, Transformer, and GNN architectures. Minor issues with edge_index batching and optional dependency handling.",5,"Directly implements all prompt requirements: spike simulation, unsupervised learning, multi-architecture decoding, training/evaluation, and visualization.",5,"Extremely comprehensive with realistic hierarchical brain processing (V1→V4→IT), complete model implementations, training/evaluation framework, cross-subject fine-tuning, and visualization tools.",4,"Technically sound PyTorch implementation with proper VAE, Transformer, and GNN architectures. Minor issues with fully connected GNN graphs and some potential tensor dimension handling problems.",5,"Directly implements all prompt requirements: multi-area spike simulation, unsupervised VAE learning, Transformer/GNN decoders, end-to-end training, cross-subject adaptation, and comprehensive visualization.",4,Comprehensive coverage of major requirements with detailed neural spike generation and evaluation. Missing some advanced real-time processing capabilities.,4,Sound implementation with proper architectures. Minor issues with fixed sequence length assumptions in Transformer and oversimplified brain connectivity graphs.,5,5
Python,364,Machine Learning,"I am a senior neuroengineer working in brain-computer interface research. For this I want you to create Python code for a sophisticated neural-signal-to-visual-perception decoding system. This system should generate realistic synthetic neural spike trains across multiple brain areas with subject variability, noise, and signal degradation, and implement an advanced unsupervised representation learning framework. Additionally, it should include a transformer-based, graph neural network, and variational autoencoder decoder to classify and reconstruct visual stimuli from neural data in real-time. The code must support end-to-end training, evaluation, cross-subject adaptation, and benchmarking with visualization tools for spike trains and decoding accuracy. The goal is to build a clean, extensible, and industry-grade platform to simulate neural responses, learn robust neural representations, and decode complex visual information to accelerate BCI algorithm development and support clinical translation for neuroprosthetics and visual communication devices. Return the code in a single self contained Python file.",4,"Provides a full pipeline, but the cross subject adaptation is only a dataset split; no specialized domain adaptation strategy. Benchmarking is limited to simple saving and accuracy curves.",4,"The code correctly implements spike train simulation, PyTorch Dataset, VAE, Transformer, GNN, training loop, evaluation and visualization. The components tie together and would run but the GNN batching logic is a bit hand wavy.",5,,4,"Very comprehensive structure data gen, models, trainer, evaluator, visualizer but missing the actual contrastive loss and deeper cross subject adaptation mechanics.",4,"Modules are well factored, and each model is correctly defined. The contrastive head mentioned in the overview is not actually present in the code. Cross subject fine tuning is sketched but not thoroughly validated.",4,"Matches almost all requirements though the “contrastive head” is promised but missing, and the cross‑subject adaptation is only lightly illustrated.",5,,5,,5,5
Python,365,FinTech,"As the lead quant engineer at a digital asset manager create a Python microservice that pulls real-time price and position data from a secure REST API using TLS. It must compute a rolling covariance matrix of asset returns and rebalance every five minutes using mean-variance optimization from PyPortfolioOpt. The optimizer should target a configurable Sharpe Ratio or fall back to maximizing Sharpe if no target is set. Runtime parameters including risk-free rate, rebalancing interval and optimization objective must be hot-reloadable via .env or JSON configuration. Each rebalance must write a full decision record with timestamp, asset weights and performance metrics to an immutable SOC 2-compliant audit log. All secrets must be provided through environment variables with no hardcoding. Deliver a single Python file using version 3.10 or later with type hints, inline docstrings and a header that explains setup, dependencies and how configuration changes are applied without restarting the service.",4,"Covers all major requirements comprehensively. Includes real API calls with TLS, configuration management, audit logging, and proper secret handling. Minor gaps include limited error handling for network failures and the setup documentation could be more detailed.",4,"The code is technically sound with proper Python syntax, correct library usage, and valid optimization logic. The binary search implementation for target Sharpe ratio is mathematically correct. However, there are minor issues: the global _price_history variable could lead to threading issues, and some edge cases in the optimization fallback logic could be better handled",5,"Directly addresses every aspect of the prompt - creates a microservice, pulls real-time data via TLS, computes rolling covariance, performs mean-variance optimization, supports configurable Sharpe targets, implements hot-reloadable configuration, and provides SOC 2-compliant audit logging.",5,"Extremely comprehensive with detailed documentation, complete setup instructions, thorough explanation of all components, and coverage of every requirement mentioned in the prompt. The documentation quality far exceeds typical expectations.",3,"While the code syntax is correct and the optimization logic is sound, the response uses mock API calls instead of real REST API integration. This significantly undermines the correctness for the actual use case, as it doesn't demonstrate proper TLS communication or real-time data fetching as required.",4,Addresses most prompt requirements but the mock API implementation makes it less relevant for actual production use. The core portfolio optimization and configuration management aspects are highly relevant.,5,"Comprehensive implementation covering all requirements with real API integration, complete TLS setup, authentication, configuration management, file watching, audit logging with integrity checks, and detailed documentation.",5,"Code demonstrates perfect technical accuracy with proper async/await patterns, correct library usage, sound mathematical optimization implementation, and accurate HMAC authentication. All syntax, type hints, and logic are error-free.",5,5
Python,365,FinTech,"As the lead quant engineer at a digital asset manager create a Python microservice that pulls real-time price and position data from a secure REST API using TLS. It must compute a rolling covariance matrix of asset returns and rebalance every five minutes using mean-variance optimization from PyPortfolioOpt. The optimizer should target a configurable Sharpe Ratio or fall back to maximizing Sharpe if no target is set. Runtime parameters including risk-free rate, rebalancing interval and optimization objective must be hot-reloadable via .env or JSON configuration. Each rebalance must write a full decision record with timestamp, asset weights and performance metrics to an immutable SOC 2-compliant audit log. All secrets must be provided through environment variables with no hardcoding. Deliver a single Python file using version 3.10 or later with type hints, inline docstrings and a header that explains setup, dependencies and how configuration changes are applied without restarting the service.",3,"Missing key pieces: real order execution, HMAC/TLS details, discrete allocation, integrity checks.",3,"Implements the core loop, hot reload and logging correctly, but omits order submission, HMAC auth, discrete allocation, and proper TLS cert handling.",4,Aligns with the prompt high level requirements but leaves out important security and audit details.,4,"Very thorough on config, audit logging, and optimization, but still uses mocks for API and doesn’t show discrete rebalancing/trade logic.",4,"Covers fetch, optimization, logging, and even a mock API layer. Lacks true TLS/HMAC and discrete trade sizing, but is otherwise accurate.",4,"Addresses environment management, hot‑reload, audit log and optimization objectives clearly.",5,,5,,5,5
Python,365,FinTech,"As the lead quant engineer at a digital asset manager create a Python microservice that pulls real-time price and position data from a secure REST API using TLS. It must compute a rolling covariance matrix of asset returns and rebalance every five minutes using mean-variance optimization from PyPortfolioOpt. The optimizer should target a configurable Sharpe Ratio or fall back to maximizing Sharpe if no target is set. Runtime parameters including risk-free rate, rebalancing interval and optimization objective must be hot-reloadable via .env or JSON configuration. Each rebalance must write a full decision record with timestamp, asset weights and performance metrics to an immutable SOC 2-compliant audit log. All secrets must be provided through environment variables with no hardcoding. Deliver a single Python file using version 3.10 or later with type hints, inline docstrings and a header that explains setup, dependencies and how configuration changes are applied without restarting the service.",4,"lmost all components are present:
 - Hot-reload of config and secrets via watchdog.
 - Risk-free rate, rebalance interval, target Sharpe, endpoints, and log path in config.json.
 - Mean-variance optimization with two modes.
 - Audit log writing with timestamp, weights, performance metrics, and positions.
 - Missing or partial: environment overrides for non-secret runtime parameters (e.g., risk-free rate), true immutability safeguards on the audit log, and more robust error-handling for API or optimization failures.",4,"The implementation correctly uses HTTPS (via requests.get) with bearer‐token authentication, maintains a rolling price history to compute returns and covariance, and triggers rebalances at the configured interval. The PyPortfolioOpt calls cover both “maximize Sharpe” and a binary‐search approach for a target Sharpe. Secrets are loaded only from environment variables (via dotenv.load_dotenv(override=True)), and each decision is appended as a JSON line.
 However, assigning the binary‐search result into ef.weights may not properly update the frontier’s internal state, and the SOC-2 “immutable” requirement isn’t enforced beyond a simple file append. The shutdown logic also won’t interrupt the watcher’s sleep immediately.",5,"Every feature requested in the prompt is addressed, TLS fetching, rolling covariance, five-minute rebalancing, configurable Sharpe target or fallback, hot-reload from .env/JSON, audit logging, and secret handling. No unrelated functionality is introduced.",3,"Most requirements are covered, including hot reload of runtime parameters, append only audit logging, and use of a data class for configuration. The code also logs detailed decision metadata and suggests a write once read many storage model for compliance. It falls short because it omits a JSON configuration file option, relies solely on environment variables, and does not implement the binary search needed to achieve an exact target Sharpe ratio. These gaps mean the service is not fully complete relative to the specification.",3,"The service demonstrates environment variable loading at the start of each cycle and simulates secure data fetching via HTTPS. The rolling window logic for price history, calculation of expected returns and covariance, and invocation of the PyPortfolioOpt library for mean variance optimization follow sound principles. However, the mock API functions must be replaced with real REST calls to satisfy the prompt, and the call to EfficientFrontier.efficient_sharpe does not match any valid method in the current PyPortfolioOpt API. As written, these discrepancies will produce runtime errors and prevent the microservice from operating correctly in a real environment.",5,"Every feature of the original prompt is addressed by this implementation. It is packaged as a single Python file, performs periodic rebalancing on a configurable interval, computes a rolling covariance matrix, supports a target Sharpe ratio or fallback maximization, reloads configuration without restarting, and writes each decision to an immutable audit record. There are no unrelated modules or extra functionality, ensuring the response remains tightly focused on the quant microservice requirements.",4,"The implementation covers all critical components: environment‑based secrets, dynamic configuration, asynchronous fetching of current and historical data, portfolio optimization, trade calculation, order submission, and audit logging with integrity checks. It even includes min/max weight constraints and execution timing metrics. It falls short of providing a built‑in JSON‑only configuration path (it prefers .env and JSON together) and does not include a rolling in‑memory price history, relying instead on a historical‑data API; these choices satisfy the prompt in spirit but could be extended for in‑service covariance updates.",4,"Response C correctly implements secure API interaction over TLS with certificate validation and HMAC signing, uses aiohttp for nonblocking I/O, and hot‑reloads configuration from both .env and config.json. It computes historical returns and covariance via PyPortfolioOpt, constructs an EfficientFrontier with configurable weight bounds, and falls back gracefully if a target Sharpe can’t be met. The audit logger produces an immutable, hashed JSON record, and the async event loop ensures rebalances occur at the configured interval. A minor oversight is the import of DiscreteAllocation which is never used, and the method for targeting a Sharpe ratio uses a volatility proxy rather than a direct binary search; these do not break core functionality but slightly diverge from the prompt’s ideal approach.",5,5
Python,366,FinTech,"I’m a quantitative developer at a regulated hedge fund. I need a single‑file Python module that implements Monte Carlo option pricing for European and barrier options. The solution must integrate cleanly with real‑time market data feeds (Bloomberg API). The code must be professional containing type hints, docstrings, logging, and unit tests.",5,,5,,5,,3,"Includes pricing logic and class structure but lacks integration hooks, full test coverage, or structured usage examples.",3,"European pricing is mostly correct. However, barrier pricing is implemented naively and with little explanation or testing. Uses a placeholder barrier_type param with no real enforcement.",4,Uses structured pricing classes and shows awareness of production patterns but lacks real integration with market data feeds or practical test cases.,3,"Incomplete in terms of documentation, test scaffolding, Bloomberg API hooks, or how to use in real-time settings. Barebones.",3,"Monte Carlo simulation and option pricing are technically flawed (e.g., questionable payoff calculations and insufficient simulation controls). Barrier logic lacks proper validation or structural rigor.",4,4
Python,366,FinTech,"I’m a quantitative developer at a regulated hedge fund. I need a single‑file Python module that implements Monte Carlo option pricing for European and barrier options. The solution must integrate cleanly with real‑time market data feeds (Bloomberg API). The code must be professional containing type hints, docstrings, logging, and unit tests.",5,"All requested components are present: a BloombergDataProvider, path simulation engine, two pricing functions, and a suite of unit tests. Clear instructions cover dependency installation, Bloomberg configuration, example usage, and test execution. The module also hints at future enhancements (variance reduction, Greeks, multi‑asset), making it both functionally complete and extensible.",4,"The implementation accurately simulates geometric Brownian motion and correctly prices both European and barrier options by discounting the mean payoff, and the unit tests sensibly verify call/put parity and barrier behavior. A minor concern is the reuse of the same RNG in parity tests, which, while unlikely to cause significant bias at 200 000 simulations, could introduce subtle correlations and occasional flakiness in the assertions.",5,"This single‑file module directly fulfills the prompt: it implements Monte Carlo pricers for European and barrier options, includes a Bloomberg API stub for real‑time market data, and demonstrates the required professional features like type hints, docstrings, logging, and built‑in unit tests, ensuring perfect alignment with the user’s needs.",2,"While the response delivers a solid framework for European call and one barrier call pricer, it misses several critical components: European puts, other barrier types (up‑and‑in, up‑and‑out, down‑and‑in), and guidance on installing SciPy for the analytical tests. Greeks, variance‑reduction techniques, and comprehensive Bloomberg stubs are also absent. As a result, significant portions of the prompt remain unaddressed, requiring substantial extension before the module can be considered feature‑complete.",3,"The core Monte Carlo routines for European calls and down‑and‑out calls are implemented sensibly using vectorized GBM path generation, accurate payoff logic, and proper discounting, and the Black‑Scholes comparison test confirms the call pricer’s accuracy within a reasonable tolerance. However, the solution omits European put pricing altogether, and only one barrier variant (down‑and‑out call) is provided despite the prompt’s requirement for barrier options in general. The missing pricers and the untested reliance on SciPy’s norm (without explicit dependency instructions) introduce correctness gaps relative to the full specification.",4,"The module adheres to professional standards expected in a regulated hedge‑fund environment: it uses type hints, Google‑style docstrings, structured logging, and embedded unit tests. The MarketData dataclass cleanly decouples real‑time data feeds from pricing logic, aligning well with the prompt’s emphasis on clean integration with Bloomberg. Yet, the absence of any actual blpapi stub or import leaves the Bloomberg integration purely conceptual rather than a usable hook, slightly undermining fidelity to the user’s explicit needs.",5,"Beyond the core pricing, Response C delivers a full ecosystem: market‐data and option‐parameter dataclasses with validation, an abstract base for data providers, real and mock implementations, a generic Monte Carlo engine, a top‑level OptionPricer orchestrator, Greeks via finite differences, a rich PricingResult with confidence intervals, and a battery of unit tests covering European calls/puts, barrier options, parity, data validation, and provider behavior. Example scripts for both testing and live pricing round out the package, making it fully self‑contained.",4,"Response C’s Monte Carlo engine correctly implements GBM path generation and accurately prices European and all four barrier‐option types by detecting barrier breaches and applying knock‑in/knock‑out logic. Market data validation in the dataclasses prevents nonsensical inputs. The stubbed Bloomberg integration and MockDataProvider are sensibly structured. Minor issues such as using request.append instead of Bloomberg’s typical getElement(...).appendValue(...) API, and the flawed theta calculation (which bumps volatility instead of time) detract slightly from total correctness but do not undermine the core pricing routines.",5,5
